recipient,token,filing_token,csv_url,state,date,contribution_amount
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AR,9/18/2019,350
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AR,9/24/2019,100
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AR,10/2/2019,625
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AR,10/8/2019,150
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AR,10/14/2019,25
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AR,10/24/2019,100
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AR,10/29/2019,320
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AR,10/30/2019,200
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AR,11/2/2019,25
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AR,11/9/2019,200
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AR,11/14/2019,75
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AR,11/20/2019,100
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AR,11/21/2019,100
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AR,11/26/2019,200
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AR,12/2/2019,115
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AR,12/3/2019,1000
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AR,12/5/2019,100
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AR,12/16/2019,200
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AR,12/17/2019,50
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AR,12/26/2019,610
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AR,8/31/2020,300
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AR,9/1/2020,1499
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AR,9/2/2020,550
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AR,9/3/2020,106
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AR,9/4/2020,1101
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AR,9/6/2020,50
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AR,9/8/2020,460
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AR,9/10/2020,2140
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AR,9/12/2020,50
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AR,9/13/2020,50
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AR,9/14/2020,335
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AR,9/15/2020,275
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AR,9/16/2020,250
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AR,9/17/2020,950
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AR,9/18/2020,225
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AR,9/19/2020,95
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AR,9/20/2020,450
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AR,9/21/2020,210
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AR,9/22/2020,345
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AR,9/23/2020,250
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AR,9/24/2020,205
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AR,9/25/2020,710
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AR,9/26/2020,500
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AR,9/27/2020,100
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AR,9/28/2020,2845
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AR,9/29/2020,285
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AR,9/30/2020,1010
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AR,10/1/2020,370
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AR,10/2/2020,110
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AR,10/3/2020,140
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AR,10/4/2020,61
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AR,10/5/2020,60
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AR,10/6/2020,210
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AR,10/7/2020,335
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AR,10/8/2020,670
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AR,10/9/2020,370
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AR,10/10/2020,550
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AR,10/12/2020,200
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AR,10/14/2020,1925
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AZ,7/1/2019,50
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AZ,7/2/2019,600
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AZ,7/5/2019,299
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AZ,7/7/2019,25
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AZ,7/9/2019,126
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AZ,7/10/2019,60
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AZ,7/12/2019,100
SMP,C00484642,FEC-1458797,http://docquery.fec.gov/csv/797/1458797.csv,AZ,7/13/2019,25
